SR.No,question,answer,topic
1195,15. Tell me faculty professional growth programs,"Yes. Arya College instructors regularly attend national and international conferences to present papers and stay current. We've hosted/participated in events like AREST (National Conference 2013), ARIET (International), RACITA, and AECCST conferences, plus various seminars. For department-specific details or opportunities to join, I can connect you with the Academic Office or the department head. Want me to arrange that?",FACULTY_DEVELOPMENT
1196,16. Are instructors encouraged to learn new methods?,"Yes. Arya College instructors regularly attend national and international conferences to present papers and stay current. We've hosted/participated in events like AREST (National Conference 2013), ARIET (International), RACITA, and AECCST conferences, plus various seminars. For department-specific details or opportunities to join, I can connect you with the Academic Office or the department head. Want me to arrange that?",FACULTY_DEVELOPMENT
1197,17. Do professors participate in faculty development?,"Yes. Arya College instructors regularly attend national and international conferences to present papers and stay current. We've hosted/participated in events like AREST (National Conference 2013), ARIET (International), RACITA, and AECCST conferences, plus various seminars. For department-specific details or opportunities to join, I can connect you with the Academic Office or the department head. Want me to arrange that?",FACULTY_DEVELOPMENT
1198,18. Are teachers given professional development opportunities?,"Yes. Arya College instructors regularly attend national and international conferences to present papers and stay current. We've hosted/participated in events like AREST (National Conference 2013), ARIET (International), RACITA, and AECCST conferences, plus various seminars. For department-specific details or opportunities to join, I can connect you with the Academic Office or the department head. Want me to arrange that?",FACULTY_DEVELOPMENT
1199,19. Tell me about faculty training initiatives,"Yes. Arya College instructors regularly attend national and international conferences to present papers and stay current. We've hosted/participated in events like AREST (National Conference 2013), ARIET (International), RACITA, and AECCST conferences, plus various seminars. For department-specific details or opportunities to join, I can connect you with the Academic Office or the department head. Want me to arrange that?",FACULTY_DEVELOPMENT
1200,20. Do faculty stay current in their disciplines?,"Yes. Arya College instructors regularly attend national and international conferences to present papers and stay current. We've hosted/participated in events like AREST (National Conference 2013), ARIET (International), RACITA, and AECCST conferences, plus various seminars. For department-specific details or opportunities to join, I can connect you with the Academic Office or the department head. Want me to arrange that?",FACULTY_DEVELOPMENT
1201,1. What's the class timetable?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1202,2. Can I see my class schedule?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1203,3. Tell me about class timings,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1204,4. When are my classes scheduled?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1205,5. What are the class hours?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1206,6. Can I get my timetable?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1207,7. Tell me class schedule information,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1208,8. What time do classes start and end?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1209,9. Can I view the class timetable?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1210,10. Tell me my course schedule,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1211,11. What are the daily class timings?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1212,12. Can I check my class schedule online?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1213,13. Tell me when my classes are,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1214,14. What's my weekly class timetable?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1215,15. Can I download my schedule?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1216,16. Tell me class timing details,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1217,17. What are the lecture timings?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1218,18. Can I get a copy of my timetable?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1219,19. Tell me about class scheduling,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1220,20. What time are classes held?,I dont have your personal timetable here. Your course schedule is department-specific and published on the student portal or department timetable. I can connect you with the Academic Office to fetch it. Would you like me to arrange that?,CLASS_TIMETABLE
1221,1. Can I change my class schedule?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1222,2. How do I modify my timetable?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1223,3. Tell me about schedule changes,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1224,4. Can I switch class timings?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1225,5. Are timetable changes allowed?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1226,6. Can I request a different schedule?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1227,7. Tell me timetable modification process,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1228,8. How do I change my class times?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1229,9. Can I alter my course schedule?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1220,10. Are schedule adjustments possible?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1231,11. Tell me about timetable flexibility,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1232,12. Can I swap class sections?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1233,13. How do I update my timetable?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1234,14. Are there alternative class timings?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1235,15. Tell me schedule change procedures,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1236,16. Can I move to different time slots?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1237,17. How do I reschedule my classes?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1238,18. Are timetable modifications permitted?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1239,19. Tell me about changing class schedules,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1240,20. Can I adjust my course timings?,"Timetable flexibility varies by department and semester. Changes are usually allowed during the add/drop window and depend on seat availability, prerequisites, and core-course constraints (labs may be fixed). For exact options in your program, I can connect you with the Academic Office or your department head to start a request. Want me to arrange that?",TIMETABLE_CHANGES
1241,1. Can I access my timetable online?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1242,2. Is there a digital class schedule?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1243,3. Tell me about online timetable access,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1244,4. Can I view my schedule on the website?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1245,5. Do you have an online timetable system?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1246,6. Can I check my classes on the portal?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1247,7. Tell me online schedule information,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1248,8. Is my timetable available digitally?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1249,9. Can I see my schedule on mobile app?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1250,10. Do you provide electronic timetables?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1251,11. Tell me digital timetable access,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1252,12. Can I download my schedule online?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1253,13. Is there a student portal for timetables?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1254,14. Can I view classes on your website?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1255,15. Tell me online class schedule system,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1256,16. Do you have digital schedule access?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1257,17. Can I check my timetable via app?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1258,18. Is online schedule viewing available?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1259,19. Tell me web-based timetable access,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1260,20. Can I access schedule information online?,"Yes. The online schedule is in the student portal. You can view your personalized timetablelectures, labs, tutorialswith timings and room numbers or online meeting links. Updates are posted there in real time. If you need help accessing it, I can connect you with the Academic Office.",ONLINE_TIMETABLE
1261,1. Do you have weekend classes?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1262,2. Are evening classes available?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1263,3. Tell me about weekend course schedules,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1264,4. Can I take classes on Saturday/Sunday?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1265,5. Do you offer night classes?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1266,6. Are there evening course options?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1267,7. Tell me weekend class information,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1268,8. Can I attend classes after work hours?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1269,9. Do you have flexible evening schedules?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1270,10. Are weekend programs available?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1271,11. Tell me about night course schedules,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1272,12. Can I take evening classes?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1273,13. Do you offer classes on weekends?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1274,14. Are there after-hours class options?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1275,15. Tell me evening and weekend schedules,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1276,16. Can I attend classes in the evening?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1277,17. Do you have non-traditional class times?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1278,18. Are there late afternoon classes?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1279,19. Tell me flexible scheduling options,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1280,20. Can I take classes outside regular hours?,Late afternoon classes are available for some courses and labs in certain programs; availability varies by department and semester. Not all programs offer them. I can connect you with the Academic Office or the relevant HOD to confirm current options and help with enrollment. Want me to arrange that?,WEEKEND_EVENING_CLASSES
1281,1. How long are classes?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1282,2. What's the duration of each class?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1283,3. Tell me about class length,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1284,4. How many minutes is each lecture?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1285,5. What are the class time periods?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1286,6. Do you have breaks between classes?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1287,7. Tell me class duration information,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1288,8. How long do lectures last?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1289,9. What's the time allocation per class?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1290,10. Are there breaks during long classes?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1291,11. Tell me class timing structure,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1292,12. How much time is given for each subject?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1293,13. Do classes have intermissions?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1294,14. What's the standard class length?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1295,15. Tell me lecture duration details,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1296,16. Are there rest periods between classes?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1297,17. How long are class sessions?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1298,18. Do you have extended class periods?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1299,19. Tell me about class time structure,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1300,20. What's the typical class duration?,Durations vary by course and type. Typical lectures are 1 hour per slot; tutorials often 1 hour; labs usually 24 hours per session. Your timetable lists the exact duration for each class. Want me to arrange a check with the Academic Office for your specific schedule?,CLASS_DURATION
1301,1. What if I have timetable conflicts?,"Schedule issues are resolved by the Academic Office in coordination with your department. First, check the clash in the student portal. Then submit a clash/resolution request during the add/drop window. If possible, switch sections/labs with available seats, adjust lab timings, or substitute a course with advisor approval. If needed, instructors may be contacted to rearrange. Want me to arrange a call to start the process?",TIMETABLE_CONFLICTS
1302,2. How do you resolve schedule conflicts?,"Schedule issues are resolved by the Academic Office in coordination with your department. First, check the clash in the student portal. Then submit a clash/resolution request during the add/drop window. If possible, switch sections/labs with available seats, adjust lab timings, or substitute a course with advisor approval. If needed, instructors may be contacted to rearrange. Want me to arrange a call to start the process?",TIMETABLE_CONFLICTS
1303,3. Tell me about handling schedule clashes,"Schedule issues are resolved by the Academic Office in coordination with your department. First, check the clash in the student portal. Then submit a clash/resolution request during the add/drop window. If possible, switch sections/labs with available seats, adjust lab timings, or substitute a course with advisor approval. If needed, instructors may be contacted to rearrange. Want me to arrange a call to start the process?",TIMETABLE_CONFLICTS
1304,4. What if two classes overlap?,"Schedule issues are resolved by the Academic Office in coordination with your department. First, check the clash in the student portal. Then submit a clash/resolution request during the add/drop window. If possible, switch sections/labs with available seats, adjust lab timings, or substitute a course with advisor approval. If needed, instructors may be contacted to rearrange. Want me to arrange a call to start the process?",TIMETABLE_CONFLICTS
1305,5. How do I fix timetable conflicts?,"Schedule issues are resolved by the Academic Office in coordination with your department. First, check the clash in the student portal. Then submit a clash/resolution request during the add/drop window. If possible, switch sections/labs with available seats, adjust lab timings, or substitute a course with advisor approval. If needed, instructors may be contacted to rearrange. Want me to arrange a call to start the process?",TIMETABLE_CONFLICTS
1306,6. Can you help with scheduling conflicts?,"Schedule issues are resolved by the Academic Office in coordination with your department. First, check the clash in the student portal. Then submit a clash/resolution request during the add/drop window. If possible, switch sections/labs with available seats, adjust lab timings, or substitute a course with advisor approval. If needed, instructors may be contacted to rearrange. Want me to arrange a call to start the process?",TIMETABLE_CONFLICTS
1307,7. Tell me conflict resolution process,"Schedule issues are resolved by the Academic Office in coordination with your department. First, check the clash in the student portal. Then submit a clash/resolution request during the add/drop window. If possible, switch sections/labs with available seats, adjust lab timings, or substitute a course with advisor approval. If needed, instructors may be contacted to rearrange. Want me to arrange a call to start the process?",TIMETABLE_CONFLICTS
1308,8. What happens when classes clash?,"Schedule issues are resolved by the Academic Office in coordination with your department. First, check the clash in the student portal. Then submit a clash/resolution request during the add/drop window. If possible, switch sections/labs with available seats, adjust lab timings, or substitute a course with advisor approval. If needed, instructors may be contacted to rearrange. Want me to arrange a call to start the process?",TIMETABLE_CONFLICTS
